species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Schizothorax griseus,COI,15,0.008802816901408451,0.001967688483844242,FALSE,-0.006835128417564209,0.4667,0.0014,0.001967688483844242,0.10780861640430821,0.008181441590720795,0.024233637116818557,0.01605219552609776,TRUE,9,2.0712510356255177e-4,-0.0085956917978459,0.9238,0.3223,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Tachysurus taeniatus,COI,14,0.007042253521126761,0.013152444076222038,TRUE,0.006110190555095278,0,0,0.004142502071251036,0.10325186412593207,0.006731565865782933,0.03003314001657001,0.023301574150787076,TRUE,11,0.00983844241922121,0.0027961888980944484,0,0,1,moderate,species,FALSE,NA,moderate,0.97
Abbottina rivularis,12S,13,0.4612775579423403,0.008479366873940079,FALSE,-0.45279819106840025,0.8462,0.793,0.053420011305822496,0.28208027133973995,0.45910118711136233,0.0395703787450537,-0.4195308083663086,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Acanthogobius hasta,12S,8,0.4550593555681176,0.016958733747880157,FALSE,-0.43810062182023746,0.6429,0.8229,0.0395703787450537,0.23007348784624082,0.4539287733182589,0.11192764273600904,-0.3420011305822499,FALSE,1,0.023742227247032222,-0.4313171283210854,0.6429,0.9062,0,low,genus_or_higher,FALSE,NA,high,0.97
Acanthogobius lactipes,12S,8,0.4499717354437535,0.023742227247032222,FALSE,-0.4262295081967213,0.9286,0.8964,0.23629169022046353,0.31543244771057094,0.4154889768230639,0.12210288298473713,-0.29338609383832676,FALSE,1,0.023742227247032222,-0.4262295081967213,0.9286,0.9062,0,low,genus_or_higher,FALSE,NA,high,0.97
Acheilognathus macropterus,12S,5,0.4522328999434709,0.008479366873940079,FALSE,-0.4437535330695308,0.8,0.7436,0.23883550028264555,0.2843414358394573,0.4517241379310345,0.035613340870548335,-0.41611079706048615,FALSE,1,0.008479366873940079,-0.4437535330695308,0.8,0.7667,0,low,genus_or_higher,FALSE,NA,high,0.97
Acheilognathus tabira,12S,12,0.4511023176936122,0.008479366873940079,FALSE,-0.4426229508196721,0.8333,0.7663,0.20972300734878463,0.3046919163369135,0.45039570378745053,0.035048049745618995,-0.41534765404183155,FALSE,1,0.008479366873940079,-0.4426229508196721,0.8333,0.7667,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Acrossocheilus fasciatus,12S,12,0.009044657998869417,0.029395138496325607,TRUE,0.02035048049745619,0,0,0.0016958733747880158,0.18711136235161108,0.007207461842849067,0.05596382136800452,0.04875635952515545,TRUE,1,0.029395138496325607,0.02035048049745619,0,0,0,moderate,species,FALSE,NA,low,0.97
Acrossocheilus paradoxus,12S,23,0.34030525720746185,0.023176936122102882,FALSE,-0.317128321085359,0.17,0.3278,0.006783493499152063,0.3640474844544941,0.3348784624081402,0.10457885811192764,-0.23029960429621255,FALSE,1,0.029395138496325607,-0.3109101187111363,0.17,0.7572,2,moderate,genus_or_higher,FALSE,NA,high,0.97
Amblychaeturichthys hexanema,12S,7,0.4115319389485585,0.015262860373092142,FALSE,-0.39626907857546634,0.6667,0.5796,0.10231769361221028,0.3397399660825325,0.4109666478236292,0.04013566986998304,-0.37083097795364617,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ameiurus melas,12S,8,0.3843979649519503,0.0011305822498586771,FALSE,-0.3832673827020916,0.8571,0.7607,0.17071791972866024,0.33295647258338046,0.3838326738270209,0.10570944036178632,-0.2781232334652346,FALSE,1,0.0011305822498586771,-0.3832673827020916,0.8571,0.8333,0,low,genus_or_higher,FALSE,NA,high,0.97
Ameiurus nebulosus,12S,18,0.565856416054268,0.0011305822498586771,FALSE,-0.5647258338044093,0.9739,0.9781,0.22950819672131148,0.2916902204635387,0.4782362916902205,0.10684002261164499,-0.37139626907857554,FALSE,1,0.0011305822498586771,-0.5647258338044093,0.9739,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Amphilophus citrinellus,12S,5,0.44036178631995476,0.014697569248162803,FALSE,-0.425664217071792,0.9,0.7755,0.2755794234030525,0.3629169022046354,0.43781797625777275,0.04861503674392312,-0.38920293951384966,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Anguilla japonica,12S,9,0.4426229508196721,0.0011305822498586771,FALSE,-0.44149236856981344,0.8056,0.8123,0.05652911249293386,0.2736009044657999,0.4420576596947428,0.13058224985867722,-0.3114754098360656,FALSE,1,0.0011305822498586771,-0.44149236856981344,0.8056,0.8081,0,low,genus_or_higher,FALSE,NA,high,0.97
Anguilla marmorata,12S,11,0.4437535330695308,0.0011305822498586771,FALSE,-0.4426229508196721,0.8909,0.7411,0.31260599208592427,0.318824194460147,0.4431882419446015,0.055398530243075186,-0.3877897117015263,FALSE,1,0.0011305822498586771,-0.4426229508196721,0.8909,0.899,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Barbonymus gonionotus,12S,7,0.45166760881854157,0.005652911249293386,FALSE,-0.44601469756924816,0.8571,0.7154,0.2866026003391747,0.3244771057094404,0.4494064443188242,0.03165630299604296,-0.41775014132278127,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Boleophthalmus pectinirostris,12S,5,0.44601469756924816,0.008479366873940079,FALSE,-0.4375353306953081,0.9,0.8136,0.31345392877331824,0.318824194460147,0.44576031656302995,0.09197286602600342,-0.35378745053702654,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Bostrychus sinensis,12S,11,0.45901639344262296,0.010740531373657434,FALSE,-0.4482758620689655,0.6909,0.7787,0.029395138496325607,0.248728094968909,0.45240248728094967,0.09553420011305823,-0.35686828716789143,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Butis koilomatodon,12S,6,0.4522328999434709,0.010740531373657434,FALSE,-0.44149236856981344,0.8,0.7319,0.35895986433013,0.33465234595816845,0.45183719615602036,0.03278688524590164,-0.41905031091011874,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Carassius auratus,12S,46,0.5488976823063878,0.0016958733747880158,FALSE,-0.5472018089315998,0.9459,0.9965,0.2911249293386094,0.3165630299604296,0.47201808931599776,0.046919163369135104,-0.42509892594686266,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Channa argus,12S,13,0.4420576596947428,0.01243640474844545,FALSE,-0.4296212549462974,0.7564,0.8954,0.11871113623516111,0.22668174109666478,0.3926794799321649,0.1215375918598078,-0.2711418880723571,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Clarias gariepinus,12S,10,0.3634821933295647,0.05200678349349915,FALSE,-0.3114754098360656,0.6889,0.7299,0.3046919163369135,0.33295647258338046,0.3629169022046354,0.10231769361221028,-0.26059920859242514,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Cobitis taenia,12S,8,0.45166760881854157,0.005087620124364048,FALSE,-0.44657998869417753,0.8571,0.7834,0.32108535895986434,0.3363482193329565,0.4514697569248163,0.034482758620689655,-0.4169869983041266,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Coilia mystus,12S,5,0.013001695873374788,0.08988128886376484,TRUE,0.07687959299039006,0,0,0.011871113623516111,0.18089315997738836,0.012747314867156585,0.12040700960994913,0.10765969474279255,TRUE,0,NA,NA,NA,NA,2,low,species,TRUE,NA,low,0.97
Colossoma macropomum,12S,6,0.3114754098360656,0.005087620124364048,FALSE,-0.30638778971170155,0.9333,0.5018,0.1814584511023177,0.3103448275862069,0.30633126059920857,0.12040700960994913,-0.18592425098925944,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Coptodon zillii,12S,12,0.4838892029395139,0.00395703787450537,FALSE,-0.4799321650650085,0.8485,0.9551,0.29706048615036745,0.34652345958168457,0.4447427925381572,0.05144149236856981,-0.39330130016958736,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ctenopharyngodon idella,12S,14,0.5262860373092142,0.0045223289994347085,FALSE,-0.5217637083097795,0.9341,0.9773,0.3244771057094404,0.3425664217071792,0.5245901639344263,0.05031091011871114,-0.4742792538157151,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Culter alburnus,12S,8,0.010175240248728096,0.010740531373657434,TRUE,5.652911249293385e-4,0,0,0.005652911249293386,0.1888072357263991,0.009977388355002826,0.03841153193894858,0.02843414358394575,TRUE,0,NA,NA,NA,NA,0,low,species,TRUE,NA,moderate,0.97
Cynoglossus joyneri,12S,12,0.4426229508196721,0.018089315997738834,FALSE,-0.4245336348219333,0.6818,0.7101,0.4030525720746184,0.320520067834935,0.44248162803843977,0.03674392312040701,-0.40573770491803274,FALSE,1,0.018089315997738834,-0.4245336348219333,0.6818,0.85,2,moderate,genus_or_higher,FALSE,NA,high,0.97
Cynoglossus robustus,12S,5,0.4420576596947428,0.018089315997738834,FALSE,-0.423968343697004,0.7,0.8491,0.035048049745618995,0.2430751837196156,0.42654041831543243,0.13510457885811192,-0.29143583945732054,FALSE,1,0.018089315997738834,-0.423968343697004,0.7,0.85,2,low,genus_or_higher,FALSE,NA,high,0.97
Cyprinus carpio,12S,42,0.5279819106840022,0.0016958733747880158,FALSE,-0.5262860373092142,0.9547,0.9971,0.2956472583380441,0.31486715658564163,0.4505370265686829,0.04918032786885246,-0.4013566986998304,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Eleotris oxycephala,12S,8,0.4550593555681176,0.013566986998304126,FALSE,-0.4414923685698135,0.8571,0.8521,0.05144149236856982,0.25551158846806105,0.44807801017524024,0.10966647823629169,-0.3384115319389486,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Eleutheronema tetradactylum,12S,7,0.47371396269078575,0.023742227247032222,FALSE,-0.4499717354437535,0.9524,0.8876,0.35217637083097797,0.34878462408140193,0.46693046919163367,0.10231769361221028,-0.3646127755794234,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Gambusia affinis,12S,8,0.4448841153193895,0.018654607122668174,FALSE,-0.4262295081967213,1,0.8336,0.2786885245901639,0.3193894855850763,0.4348784624081402,0.07518371961560204,-0.35969474279253816,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Glossogobius giuris,12S,7,0.5183719615602035,0.017524024872809497,FALSE,-0.500847936687394,1,0.9948,0.3182589033352176,0.35330695308083665,0.45279819106840025,0.058224985867721873,-0.3945732052006784,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus labeo,12S,14,0.47201808931599776,0.002826455624646693,FALSE,-0.4691916336913511,0.8352,0.8799,0.2781232334652346,0.31486715658564163,0.47117015262860373,0.03843979649519502,-0.4327303561334087,FALSE,1,0.002826455624646693,-0.4691916336913511,0.8352,0.9762,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hemibarbus longirostris,12S,6,0.4714527981910684,0.002826455624646693,FALSE,-0.4686263425664217,0.9333,0.8944,0.287167891464104,0.3176936122102883,0.4587902769926512,0.05257207461842849,-0.4062182023742227,FALSE,1,0.002826455624646693,-0.4686263425664217,0.9333,0.9762,0,low,genus_or_higher,FALSE,NA,high,0.97
Hemiculter leucisculus,12S,9,0.4437535330695308,0.011871113623516111,FALSE,-0.4318824194460147,0.6667,0.8085,0.04663651780667044,0.2736009044657999,0.4427642736009044,0.04296212549462974,-0.3998021481062747,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Huso gueldenstaedtii,12S,6,0.4844544940644432,5.652911249293386e-4,FALSE,-0.4838892029395139,1,0.9124,0.36687394007914076,0.3312605992085924,0.4844544940644432,0.091888072357264,-0.3925664217071792,FALSE,1,0.0016958733747880158,-0.4827586206896552,1,0.9667,0,low,genus_or_higher,FALSE,NA,high,0.97
Huso ruthenus,12S,5,0.4499717354437535,0.0016958733747880158,FALSE,-0.4482758620689655,1,0.8053,0.36659129451667605,0.3431317128321085,0.44971735443753535,0.06840022611644997,-0.3813171283210854,FALSE,1,0.0016958733747880158,-0.4482758620689655,1,0.8,0,low,genus_or_higher,FALSE,NA,high,0.97
Hypophthalmichthys molitrix,12S,31,0.47540983606557374,5.652911249293386e-4,FALSE,-0.47484454494064443,0.9613,0.9375,0.3312605992085924,0.3448275862068966,0.41379310344827586,0.054833239118145846,-0.35895986433013,FALSE,1,5.652911249293386e-4,-0.47484454494064443,0.9613,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hypophthalmichthys nobilis,12S,19,0.3713962690785755,5.652911249293386e-4,FALSE,-0.37083097795364617,0.9357,0.6852,0.0322215941209723,0.26172979084228376,0.33295647258338046,0.04296212549462974,-0.2899943470887507,FALSE,1,5.652911249293386e-4,-0.37083097795364617,0.9357,0.927,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Hyporhamphus intermedius,12S,5,0.44544940644431885,0.017524024872809497,FALSE,-0.42792538157150933,0.7,0.8597,0.04098360655737705,0.23911814584511024,0.4284058790276992,0.09988694177501417,-0.32851893725268505,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ictalurus punctatus,12S,17,0.4505370265686829,0.006218202374222725,FALSE,-0.44431882419446017,0.8603,0.8664,0.2798191068400226,0.31260599208592427,0.4499717354437535,0.08892029395138494,-0.36105144149236856,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ilisha elongata,12S,5,0.45618993781797623,0.02035048049745619,FALSE,-0.43583945732052004,0.8,0.8126,0.1958733747880158,0.2724703222159412,0.455935556811758,0.11871113623516111,-0.3372244205765969,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Konosirus punctatus,12S,7,0.4499717354437535,0.02035048049745619,FALSE,-0.4296212549462973,0.6667,0.7595,0.0395703787450537,0.2798191068400226,0.4499717354437535,0.059920859242509894,-0.3900508762012436,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Labeo calbasu,12S,5,0.35217637083097797,0.01243640474844545,FALSE,-0.33973996608253254,0.4,0.6192,0.006500847936687394,0.2752967778405879,0.35192198982475975,0.04522328999434709,-0.30669869983041265,FALSE,2,0.01243640474844545,-0.33973996608253254,0.4,0.7286,0,low,genus_or_higher,FALSE,NA,high,0.97
Labeo catla,12S,5,0.4494064443188242,0.006783493499152063,FALSE,-0.4426229508196721,0.9,0.8168,0.3241944601469757,0.3306953080836631,0.4488976823063878,0.04618428490672699,-0.40271339739966083,FALSE,2,0.013001695873374788,-0.4364047484454494,0.9,0.8429,0,low,genus_or_higher,FALSE,NA,high,0.97
Labeo rohita,12S,9,0.44431882419446017,0.006218202374222725,FALSE,-0.43810062182023746,0.6944,0.7962,0.01554550593555681,0.27303561334087056,0.4412097230073488,0.04465799886941775,-0.39655172413793105,FALSE,2,0.01243640474844545,-0.43188241944601474,0.6667,0.9111,0,low,genus_or_higher,FALSE,NA,high,0.97
Lateolabrax japonicus,12S,9,0.4426229508196721,0.01243640474844545,FALSE,-0.4301865460712267,0.8056,0.8037,0.2671000565291125,0.2984737139626908,0.4410684002261165,0.07066139061616733,-0.37040700960994916,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Lepisosteus oculatus,12S,7,0.45336348219332956,0.033917467495760314,FALSE,-0.41944601469756926,0.6667,0.85,0.04918032786885246,0.28038439796495196,0.42114188807235725,0.12549462973431316,-0.29564725833804406,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Lepomis cyanellus,12S,8,0.5511588468061052,0.007348784624081402,FALSE,-0.5438100621820238,0.9643,0.9748,0.30271339739966086,0.31543244771057094,0.49886941775014126,0.07970604861503675,-0.41916336913510455,FALSE,2,0.007348784624081402,-0.5438100621820238,0.9643,0.9848,0,low,genus_or_higher,FALSE,NA,high,0.97
Lepomis gibbosus,12S,19,0.4878462408140192,0.009609949123798756,FALSE,-0.47823629169022047,0.8655,0.9904,0.31373657433578295,0.318824194460147,0.44234030525720747,0.07744488411531938,-0.3648954211418881,FALSE,2,0.009609949123798756,-0.47823629169022047,0.8655,0.986,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis macrochirus,12S,22,0.6738270209157716,0.007348784624081402,FALSE,-0.6664782362916902,0.9394,0.9996,0.3120407009609949,0.32843414358394574,0.4516676088185415,0.05765969474279254,-0.394007914075749,FALSE,2,0.007348784624081402,-0.6664782362916902,0.9394,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leptobotia elongata,12S,5,0.45279819106840025,0.014697569248162803,FALSE,-0.43810062182023746,0.4,0.7612,0.005652911249293386,0.2509892594686263,0.4522894290559638,0.06613906161673262,-0.3861503674392312,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Luciogobius guttatus,12S,19,0.4465799886941775,0.011871113623516111,FALSE,-0.43470887507066136,0.848,0.8221,0.22611644997173544,0.2990390050876201,0.4457320520067835,0.07801017524024872,-0.3677218767665348,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Mastacembelus armatus,12S,5,0.20859242509892595,0.06896551724137931,FALSE,-0.13962690785754664,0.4,0.4432,0.04041831543244771,0.24985867721876767,0.20859242509892595,0.11023176936122103,-0.09836065573770492,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Megalobrama amblycephala,12S,6,0.03900508762012436,0.009609949123798756,FALSE,-0.029395138496325607,0.5333,0.0438,0.03617863199547767,0.19106840022611646,0.03860938383267382,0.0423968343697004,0.0037874505370265737,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Micropterus salmoides,12S,19,0.49406444318824194,0.011305822498586773,FALSE,-0.4827586206896552,0.9357,0.994,0.28603730921424536,0.30073487846240815,0.4412097230073488,0.0791407574901074,-0.3620689655172414,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Misgurnus anguillicaudatus,12S,72,0.4816280384397965,5.652911249293386e-4,FALSE,-0.4810627473148672,0.993,0.9747,0.2182023742227247,0.2792538157150933,0.4567552289429056,0.07631430186546072,-0.38044092707744487,FALSE,1,5.652911249293386e-4,-0.4810627473148672,0.993,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Misgurnus dabryanus,12S,19,0.46014697569248164,5.652911249293386e-4,FALSE,-0.45958168456755233,0.9591,0.7972,0.035048049745618995,0.252119841718485,0.4595816845675523,0.04352741661955907,-0.4160542679479932,FALSE,1,5.652911249293386e-4,-0.45958168456755233,0.9591,0.9189,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Monopterus albus,12S,13,0.4595816845675523,0.0248728094968909,FALSE,-0.43470887507066136,0.6282,0.8217,0.07518371961560204,0.27416619559072924,0.44431882419446017,0.1243640474844545,-0.31995477671000566,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Mugil cephalus,12S,33,0.4878462408140192,0.016958733747880157,FALSE,-0.4708875070661391,0.911,0.9882,0.31175805539853024,0.3527416619559073,0.4522328999434709,0.05635952515545521,-0.39587337478801565,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Mugilogobius abei,12S,9,0.44601469756924816,0.013566986998304126,FALSE,-0.43244771057094405,0.8611,0.8175,0.16421707179197287,0.26568682871678917,0.44502543810062184,0.08705483323911814,-0.35797060486150367,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Muraenesox cinereus,12S,7,0.45449406444318824,0.020915771622385528,FALSE,-0.43357829282080274,0.7143,0.7222,0.41492368569813454,0.3176936122102883,0.4539287733182589,0.03730921424533635,-0.4166195590729226,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Myersina filifer,12S,6,0.44092707744488413,0.01639344262295082,FALSE,-0.4245336348219333,0.8667,0.7985,0.3849632560768796,0.2826455624646693,0.44013566986998304,0.03674392312040701,-0.403391746749576,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Mylopharyngodon piceus,12S,12,0.45901639344262296,0.008479366873940079,FALSE,-0.4505370265686829,0.1667,0.8053,0.0022611644997173543,0.2018089315997739,0.4573205200678349,0.0322215941209723,-0.4250989259468626,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Neosalanx anderssoni,12S,5,0.44544940644431885,0.0011305822498586771,FALSE,-0.44431882419446017,0.8,0.8673,0.2798191068400226,0.3646127755794234,0.4075466365178066,0.07518371961560204,-0.33236291690220454,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
