species,marker,n_sequences,max_intra,min_inter,gap_exists,gap_width,p_overlap,q_overlap,median_intra,median_inter,intra_95,inter_5,percentile_gap,robust_gap,n_congeners_in_db,min_congeneric,congeneric_gap,congeneric_p_overlap,congeneric_q_overlap,n_diagnostic_sites,sampling_adequacy,taxonomic_resolution,gap_may_be_undersampling_artifact,error_msg,assignment_risk,recommended_threshold
Periophthalmus modestus,12S,7,0.45618993781797623,0.011305822498586773,FALSE,-0.4448841153193895,0.8095,0.8502,0.08083663086489543,0.22781232334652346,0.4522328999434709,0.09779536461277558,-0.35443753533069533,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Piaractus brachypomus,12S,5,0.15715093273035613,0.005087620124364048,FALSE,-0.1520633126059921,1,0.1044,0.0423968343697004,0.3600904465799887,0.15638778971170153,0.08196721311475409,-0.07442057659694744,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Planiliza haematocheilus,12S,6,0.44149236856981344,0.01582815149802148,FALSE,-0.425664217071792,0.7333,0.7462,0.40644431882419446,0.29140757490107405,0.4410966647823629,0.03674392312040701,-0.4043527416619559,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Platycephalus indicus,12S,6,0.4494064443188242,0.014697569248162803,FALSE,-0.4347088750706614,1,0.7529,0.40644431882419446,0.3182589033352176,0.447032221594121,0.05765969474279254,-0.38937252685132845,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Plecoglossus altivelis,12S,13,0.4629734313171283,0.006783493499152063,FALSE,-0.45618993781797623,0.9103,0.8238,0.3103448275862069,0.3397399660825325,0.44847371396269065,0.04465799886941775,-0.4038157150932729,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Poecilia reticulata,12S,8,0.4437535330695308,0.015262860373092142,FALSE,-0.42849067269643865,0.9286,0.7681,0.31543244771057094,0.3436970039570379,0.4418598078010175,0.05765969474279254,-0.384200113058225,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Polyodon spathula,12S,6,0.4765404183154324,0.0016958733747880158,FALSE,-0.47484454494064443,0.9333,0.8963,0.3657433578292821,0.2911249293386094,0.45556811758055393,0.11902204635387226,-0.3365460712266817,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Protosalanx chinensis,12S,11,0.44601469756924816,0.0011305822498586771,FALSE,-0.4448841153193895,0.8182,0.8622,0.285472018089316,0.35669869983041264,0.44544940644431885,0.06856981345392882,-0.37687959299039003,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Pseudorasbora parva,12S,16,0.4511023176936122,0.00791407574901074,FALSE,-0.44318824194460144,0.875,0.7841,0.17806670435274166,0.26681741096664785,0.448304126625212,0.04070096099491238,-0.40760316563029964,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius brunneus,12S,14,0.45449406444318824,0.00395703787450537,FALSE,-0.4505370265686829,0.9451,0.8689,0.10966647823629169,0.25296777840587903,0.4519502543810062,0.10231769361221028,-0.34963256076879595,FALSE,2,0.00395703787450537,-0.4505370265686829,0.9451,0.9365,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius cliffordpopei,12S,5,0.4511023176936122,0.00395703787450537,FALSE,-0.44714527981910684,0.8,0.7072,0.44884115319389484,0.30977953646127754,0.45059355568117576,0.03617863199547767,-0.4144149236856981,FALSE,2,0.00395703787450537,-0.44714527981910684,0.8,0.7852,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhinogobius similis,12S,13,0.47484454494064443,0.006783493499152063,FALSE,-0.46806105144149235,0.8974,0.9157,0.11221028829847371,0.26286037309214244,0.4483606557377049,0.11362351611079706,-0.3347371396269078,FALSE,2,0.006783493499152063,-0.46806105144149235,0.8974,0.9838,1,moderate,genus_or_higher,FALSE,NA,high,0.97
Rhodeus ocellatus,12S,11,0.4629734313171283,0.01243640474844545,FALSE,-0.4505370265686829,0.7636,0.7328,0.4392312040700961,0.3193894855850763,0.46105144149236854,0.03617863199547767,-0.4248728094968909,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Rhynchocypris oxycephalus,12S,6,0.18315432447710572,0.026003391746749576,FALSE,-0.15715093273035616,0.5333,0.3478,0.17637083097795364,0.24364047484454493,0.18315432447710572,0.048049745618993785,-0.13510457885811195,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Sander lucioperca,12S,5,0.3244771057094404,0.009609949123798756,FALSE,-0.31486715658564163,0.8,0.4853,0.32193329564725837,0.3374788015828151,0.32422272470322216,0.09366873940079144,-0.2305539853024307,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Sarcocheilichthys sinensis,12S,5,0.005087620124364048,0.03617863199547767,TRUE,0.03109101187111362,0,0,0.0011305822498586771,0.1859807801017524,0.005087620124364048,0.04578858111927643,0.04070096099491238,TRUE,0,NA,NA,NA,NA,1,low,species,TRUE,NA,low,0.97
Saurogobio dabryi,12S,5,0.45618993781797623,0.00791407574901074,FALSE,-0.44827586206896547,0.6,0.7189,0.45081967213114754,0.31543244771057094,0.455935556811758,0.03617863199547767,-0.41975692481628035,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Schistura fasciolata,12S,5,0.018089315997738834,0.05144149236856981,TRUE,0.033352176370830974,0,0,0.013001695873374788,0.18428490672696438,0.017834934991520633,0.07744488411531938,0.05960994912379875,TRUE,0,NA,NA,NA,NA,8,low,species,TRUE,NA,low,0.97
Silurus asotus,12S,24,0.4556246466930469,0.0033917467495760316,FALSE,-0.4522328999434709,0.8406,0.8174,0.015262860373092142,0.23459581684567551,0.4522328999434709,0.10118711136235162,-0.35104578858111923,FALSE,1,0.0033917467495760316,-0.4522328999434709,0.8406,0.9583,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Silurus meridionalis,12S,5,0.45279819106840025,0.0033917467495760316,FALSE,-0.4494064443188242,0.9,0.7578,0.011023176936122103,0.24533634821933295,0.4520350480497456,0.0644431882419446,-0.387591859807801,FALSE,1,0.0033917467495760316,-0.4494064443188242,0.9,0.8167,0,low,genus_or_higher,FALSE,NA,high,0.97
Siniperca chuatsi,12S,5,0.4420576596947428,0.011871113623516111,FALSE,-0.4301865460712267,0.7,0.897,0.32560768795929906,0.3600904465799887,0.4420576596947428,0.07687959299039004,-0.36517806670435277,FALSE,1,0.011871113623516111,-0.4301865460712267,0.7,0.94,0,low,genus_or_higher,FALSE,NA,high,0.97
Siniperca scherzeri,12S,10,0.3109101187111362,0.011871113623516111,FALSE,-0.2990390050876201,0.6444,0.5917,0.06783493499152063,0.20237422272470323,0.30977953646127754,0.09892594686263426,-0.21085358959864328,FALSE,1,0.011871113623516111,-0.2990390050876201,0.6444,0.28,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Sinosturio schrenckii,12S,7,0.4844544940644432,5.652911249293386e-4,FALSE,-0.4838892029395139,0.9048,0.926,0.14245336348219334,0.2866026003391747,0.4844544940644432,0.11814584511023177,-0.36630864895421145,FALSE,1,5.652911249293386e-4,-0.4838892029395139,0.9048,0.9841,0,low,genus_or_higher,FALSE,NA,high,0.97
Sinosturio sinensis,12S,9,0.36687394007914076,5.652911249293386e-4,FALSE,-0.36630864895421145,0.9167,0.6652,0.18287167891464104,0.31260599208592427,0.36630864895421145,0.11475409836065574,-0.2515545505935557,FALSE,1,5.652911249293386e-4,-0.36630864895421145,0.9167,0.7619,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus ussuriensis,12S,6,0.4522328999434709,0.011871113623516111,FALSE,-0.44036178631995476,0.8667,0.802,0.3380440927077445,0.35500282645562464,0.4522328999434709,0.0644431882419446,-0.38778971170152626,FALSE,1,0.01243640474844545,-0.43979649519502545,0.8667,0.8333,0,low,genus_or_higher,FALSE,NA,high,0.97
Tachysurus vachellii,12S,5,0.02035048049745619,0.01243640474844545,FALSE,-0.007914075749010742,0.2,0.0011,0.009892594686263426,0.17524024872809496,0.019587337478801585,0.10231769361221028,0.0827303561334087,TRUE,1,0.01243640474844545,-0.007914075749010742,0.2,0.2333,1,low,genus_or_higher,FALSE,NA,high,0.97
Taenioides cirratus,12S,7,0.0322215941209723,0.03843979649519502,TRUE,0.006218202374222721,0,0,0.02882984737139627,0.17806670435274166,0.0322215941209723,0.11192764273600904,0.07970604861503675,TRUE,0,NA,NA,NA,NA,0,low,species,TRUE,NA,moderate,0.97
Takifugu alboplumbeus,12S,7,0.4420576596947428,0.0045223289994347085,FALSE,-0.4375353306953081,0.8095,0.6914,0.425664217071792,0.3159977388355003,0.44149236856981344,0.03674392312040701,-0.4047484454494064,FALSE,1,0.0045223289994347085,-0.4375353306953081,0.8095,0.8776,0,low,genus_or_higher,FALSE,NA,high,0.97
Takifugu rubripes,12S,7,0.2645562464669305,0.0045223289994347085,FALSE,-0.26003391746749577,0.9524,0.5218,0.09044657998869418,0.2328999434708875,0.2634256642170718,0.13736574335782928,-0.12605992085924253,FALSE,1,0.0045223289994347085,-0.26003391746749577,0.9524,0.6122,0,low,genus_or_higher,FALSE,NA,high,0.97
Terapon jarbua,12S,12,0.44544940644431885,0.011871113623516111,FALSE,-0.43357829282080274,0.8485,0.7738,0.323911814584511,0.34087054833239117,0.4448841153193895,0.053702656868287166,-0.3911814584511023,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Tinca tinca,12S,6,0.4505370265686829,0.005087620124364048,FALSE,-0.44544940644431885,0.8,0.8274,0.3323911814584511,0.3224985867721877,0.4501413227812323,0.034482758620689655,-0.41565856416054264,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Triaenopogon barbatus,12S,9,0.39344262295081966,0.010740531373657434,FALSE,-0.38270209157716223,0.9444,0.856,0.09694742792538158,0.24703222159412097,0.3695590729225551,0.14867156585641605,-0.22088750706613902,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Tridentiger trigonocephalus,12S,9,0.4539287733182589,0.010740531373657434,FALSE,-0.4431882419446015,0.9722,0.8449,0.23261729790842284,0.2764273600904466,0.44884115319389484,0.10090446579988695,-0.3479366873940079,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Trypauchen vagina,12S,5,0.4522328999434709,0.008479366873940079,FALSE,-0.4437535330695308,0.4,0.6028,0.00791407574901074,0.36970039570378743,0.4522328999434709,0.03165630299604296,-0.42057659694742794,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Xiphophorus hellerii,12S,8,0.47314867156585644,0.015262860373092142,FALSE,-0.4578858111927643,0.9643,0.8872,0.31430186546071226,0.3363482193329565,0.4644714527981911,0.06158846806105146,-0.4028829847371396,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Zacco platypus,12S,22,0.4522328999434709,0.002826455624646693,FALSE,-0.4494064443188242,0.8312,0.7324,0.3193894855850763,0.30073487846240815,0.45166760881854157,0.030525720746184284,-0.4211418880723573,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Acheilognathus macropterus,16S,7,0.05,0.012592592592592593,FALSE,-0.03740740740740741,0.2857,0.1025,7.407407407407407e-4,0.07444444444444444,0.05,0.042222222222222223,-0.007777777777777779,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ameiurus nebulosus,16S,8,0.10037037037037037,0.007407407407407408,FALSE,-0.09296296296296297,0.8929,0.564,0.04555555555555556,0.09,0.09292592592592591,0.046296296296296294,-0.04662962962962962,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Anguilla japonica,16S,160,0.6355555555555555,0.008888888888888889,FALSE,-0.6266666666666667,0.8124,0.9995,0.05037037037037037,0.2437037037037037,0.46814814814814815,0.0337037037037037,-0.43444444444444447,FALSE,1,0.008888888888888889,-0.6266666666666667,0.8124,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Anguilla marmorata,16S,216,0.5192592592592593,0.008888888888888889,FALSE,-0.5103703703703705,0.7812,0.9566,0.04185185185185185,0.29962962962962963,0.4714814814814815,0.04777777777777778,-0.4237037037037037,FALSE,1,0.008888888888888889,-0.5103703703703705,0.7812,0.9608,1,moderate,genus_or_higher,FALSE,NA,high,0.97
Barbonymus gonionotus,16S,8,0.044444444444444446,0.006296296296296296,FALSE,-0.03814814814814815,0.75,0.0982,0.015740740740740743,0.07296296296296297,0.043037037037037026,0.03148148148148148,-0.011555555555555548,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Carassius auratus,16S,47,0.547037037037037,0.002962962962962963,FALSE,-0.544074074074074,0.926,0.9931,0.1748148148148148,0.2562962962962963,0.42444444444444446,0.04666666666666667,-0.37777777777777777,FALSE,1,0.002962962962962963,-0.544074074074074,0.926,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Carassius cuvieri,16S,5,0.2866666666666667,0.002962962962962963,FALSE,-0.28370370370370374,0.4,0.3158,0.0011111111111111111,0.3074074074074074,0.2865,0.06296296296296296,-0.22353703703703703,FALSE,1,0.002962962962962963,-0.28370370370370374,0.4,0.5872,0,low,genus_or_higher,FALSE,NA,high,0.97
Channa argus,16S,14,0.3233333333333333,0.003703703703703704,FALSE,-0.3196296296296296,0.7582,0.7325,0.016296296296296295,0.07407407407407407,0.3175925925925926,0.04259259259259259,-0.275,FALSE,2,0.003703703703703704,-0.3196296296296296,0.7582,0.9429,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Channa asiatica,16S,5,0.32185185185185183,0.01074074074074074,FALSE,-0.3111111111111111,0.8,0.6595,0.024814814814814814,0.12444444444444444,0.32185185185185183,0.04296296296296296,-0.27888888888888885,FALSE,2,0.01074074074074074,-0.3111111111111111,0.8,0.9053,0,low,genus_or_higher,FALSE,NA,high,0.97
Channa maculata,16S,5,0.3111111111111111,0.003703703703703704,FALSE,-0.3074074074074074,0.8,0.62,0.02185185185185185,0.12296296296296297,0.3111111111111111,0.043333333333333335,-0.2677777777777778,FALSE,2,0.003703703703703704,-0.3074074074074074,0.8,0.8526,0,low,genus_or_higher,FALSE,NA,high,0.97
Cirrhinus mrigala,16S,7,0.09444444444444444,0.0044444444444444444,FALSE,-0.09,0.9524,0.5569,0.0337037037037037,0.08518518518518518,0.09333333333333334,0.03148148148148148,-0.06185185185185186,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Clarias batrachus,16S,23,0.4703703703703704,0.0025925925925925925,FALSE,-0.4677777777777778,0.9565,0.9174,0.04555555555555556,0.16148148148148148,0.4580740740740741,0.045925925925925926,-0.41214814814814815,FALSE,1,0.0025925925925925925,-0.4677777777777778,0.9565,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Clarias gariepinus,16S,58,0.4222222222222222,0.0025925925925925925,FALSE,-0.41962962962962963,0.9062,0.8522,0.01925925925925926,0.08148148148148149,0.41888888888888887,0.04777777777777778,-0.37111111111111106,FALSE,1,0.0025925925925925925,-0.41962962962962963,0.9062,0.9168,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Collichthys lucidus,16S,11,0.42518518518518517,0.01,FALSE,-0.41518518518518516,0.6,0.8553,0.3562962962962963,0.38481481481481483,0.42466666666666664,0.052222222222222225,-0.3724444444444444,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Colossoma macropomum,16S,5,0.055185185185185184,0.014814814814814815,FALSE,-0.04037037037037037,0.8,0.1272,0.02796296296296296,0.07777777777777778,0.055185185185185184,0.04814814814814815,-0.007037037037037036,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Coptodon zillii,16S,7,0.03148148148148148,0.00962962962962963,FALSE,-0.021851851851851848,0.8095,0.0134,0.02666666666666667,0.08037037037037037,0.03111111111111111,0.04185185185185185,0.010740740740740738,TRUE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Ctenopharyngodon idella,16S,7,0.45,0.008518518518518519,FALSE,-0.4414814814814815,0.8095,0.8281,0.2725925925925926,0.2922222222222222,0.4444444444444444,0.05148148148148148,-0.39296296296296296,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Cynoglossus abbreviatus,16S,5,0.056666666666666664,0.025555555555555557,FALSE,-0.031111111111111107,0.5,0.0113,0.026851851851851852,0.09592592592592593,0.05099999999999998,0.06666666666666667,0.015666666666666683,TRUE,2,0.025555555555555557,-0.031111111111111107,0.5,0.6235,3,low,genus_or_higher,FALSE,NA,high,0.97
Cynoglossus joyneri,16S,11,0.022222222222222223,0.025555555555555557,TRUE,0.003333333333333334,0,0,0.004814814814814815,0.08407407407407408,0.02148148148148148,0.06222222222222222,0.040740740740740744,TRUE,2,0.025555555555555557,0.003333333333333334,0,0,1,moderate,species,FALSE,NA,moderate,0.97
Cynoglossus robustus,16S,6,0.4122222222222222,0.03148148148148148,FALSE,-0.3807407407407407,0.7333,0.7679,0.04814814814814815,0.10407407407407407,0.4018518518518519,0.06555555555555556,-0.3362962962962963,FALSE,2,0.03148148148148148,-0.3807407407407407,0.7333,0.9792,1,low,genus_or_higher,FALSE,NA,high,0.97
Cyprinus carpio,16S,61,0.4040740740740741,0.005925925925925926,FALSE,-0.39814814814814814,0.8765,0.8243,0.026296296296296297,0.0862962962962963,0.337037037037037,0.04111111111111111,-0.2959259259259259,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Eleutheronema tetradactylum,16S,5,0.08777777777777777,0.028888888888888888,FALSE,-0.058888888888888886,0.8,0.4729,0.04888888888888889,0.09296296296296297,0.08244444444444443,0.05037037037037037,-0.03207407407407406,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Glossogobius giuris,16S,10,0.0337037037037037,0.03,FALSE,-0.003703703703703702,0.0667,1e-4,0.014074074074074074,0.07444444444444444,0.031777777777777766,0.04888888888888889,0.017111111111111126,TRUE,0,NA,NA,NA,NA,4,low,genus_or_higher,FALSE,NA,high,0.97
Harpadon nehereus,16S,11,0.4137037037037037,0.04,FALSE,-0.3737037037037037,0.6909,0.8296,0.06888888888888889,0.39,0.41240740740740744,0.06925925925925926,-0.3431481481481482,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Huso gueldenstaedtii,16S,7,0.4559259259259259,0.0014814814814814814,FALSE,-0.45444444444444443,1,0.8232,0.43703703703703706,0.38074074074074077,0.45555555555555555,0.055185185185185184,-0.4003703703703704,FALSE,1,0.0014814814814814814,-0.45444444444444443,1,0.898,0,low,genus_or_higher,FALSE,NA,high,0.97
Huso ruthenus,16S,7,0.17407407407407408,0.0014814814814814814,FALSE,-0.1725925925925926,1,0.6192,0.03851851851851852,0.09555555555555556,0.1562962962962963,0.05283333333333333,-0.10346296296296296,FALSE,1,0.0014814814814814814,-0.1725925925925926,1,0.4286,0,low,genus_or_higher,FALSE,NA,high,0.97
Ictalurus punctatus,16S,8,0.054814814814814816,0.007407407407407408,FALSE,-0.04740740740740741,0.6786,0.0953,0.038148148148148146,0.08518518518518518,0.04909259259259259,0.048518518518518516,-5.740740740740741e-4,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Ilisha elongata,16S,5,0.01962962962962963,0.045925925925925926,TRUE,0.026296296296296297,0,0,0.0044444444444444444,0.1025925925925926,0.01846296296296296,0.07222222222222222,0.05375925925925926,TRUE,0,NA,NA,NA,NA,4,low,species,TRUE,NA,low,0.97
Konosirus punctatus,16S,90,0.25962962962962965,0.0437037037037037,FALSE,-0.21592592592592597,0.2904,0.66,0.0025925925925925925,0.24074074074074073,0.24444444444444444,0.07629629629629629,-0.16814814814814816,FALSE,0,NA,NA,NA,NA,5,low,genus_or_higher,FALSE,NA,high,0.97
Labeo catla,16S,20,0.07037037037037037,0.001851851851851852,FALSE,-0.06851851851851852,0.9368,0.4016,0.024074074074074074,0.07925925925925927,0.050999999999999913,0.030740740740740742,-0.02025925925925917,FALSE,1,0.001851851851851852,-0.06851851851851852,0.9368,0.9382,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Labeo rohita,16S,34,0.41555555555555557,0.001851851851851852,FALSE,-0.41370370370370374,0.9519,0.8394,0.023333333333333334,0.08333333333333333,0.38333333333333336,0.034074074074074076,-0.34925925925925927,FALSE,1,0.001851851851851852,-0.41370370370370374,0.9519,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lateolabrax japonicus,16S,7,0.49296296296296294,0.02148148148148148,FALSE,-0.47148148148148145,0.8095,0.9476,0.19185185185185186,0.24074074074074073,0.4381481481481482,0.04703703703703704,-0.39111111111111113,FALSE,0,NA,NA,NA,NA,2,low,genus_or_higher,FALSE,NA,high,0.97
Lepomis cyanellus,16S,15,0.5518518518518518,0.0022222222222222222,FALSE,-0.5496296296296296,0.8952,0.9847,0.10703703703703704,0.1662962962962963,0.5094074074074074,0.047407407407407405,-0.462,FALSE,2,0.0022222222222222222,-0.5496296296296296,0.8952,0.987,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis gibbosus,16S,14,0.5503703703703704,0.0025925925925925925,FALSE,-0.5477777777777778,0.978,0.979,0.11370370370370371,0.15407407407407409,0.48203703703703704,0.05,-0.43203703703703705,FALSE,2,0.0025925925925925925,-0.5477777777777778,0.978,0.9884,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Lepomis macrochirus,16S,22,0.5537037037037037,0.0022222222222222222,FALSE,-0.5514814814814815,0.974,0.9917,0.05037037037037037,0.1262962962962963,0.44351851851851853,0.04518518518518518,-0.3983333333333334,FALSE,2,0.0022222222222222222,-0.5514814814814815,0.974,0.9906,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Leuciscus aspius,16S,5,0.02962962962962963,0.011851851851851851,FALSE,-0.01777777777777778,0.8,0.0125,0.015740740740740743,0.07222222222222222,0.02946296296296296,0.04185185185185185,0.012388888888888887,TRUE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Luciogobius guttatus,16S,18,0.03666666666666667,0.03,FALSE,-0.006666666666666668,0.1111,0.0018,0.005185185185185185,0.0811111111111111,0.034074074074074076,0.05074074074074074,0.016666666666666663,TRUE,0,NA,NA,NA,NA,2,low,genus_or_higher,FALSE,NA,high,0.97
Macrognathus aculeatus,16S,26,0.002962962962962963,0.1237037037037037,TRUE,0.12074074074074075,0,0,0.0011111111111111111,0.31,0.001851851851851852,0.18518518518518517,0.18333333333333332,TRUE,0,NA,NA,NA,NA,7,low,species,TRUE,NA,low,0.97
Micropterus salmoides,16S,22,0.5881481481481482,0.0044444444444444444,FALSE,-0.5837037037037037,0.9654,0.9904,0.14555555555555555,0.18481481481481482,0.47259259259259256,0.045925925925925926,-0.42666666666666664,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Miichthys miiuy,16S,12,0.4192592592592593,0.01,FALSE,-0.40925925925925927,0.5455,0.8494,0.027222222222222224,0.3844444444444444,0.4191666666666667,0.051111111111111114,-0.3680555555555556,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Misgurnus anguillicaudatus,16S,5,0.4325925925925926,0.027037037037037037,FALSE,-0.40555555555555556,0.4,0.7412,0.020370370370370372,0.1459259259259259,0.4304259259259259,0.04185185185185185,-0.388574074074074,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Monopterus albus,16S,54,0.44222222222222224,0.03740740740740741,FALSE,-0.40481481481481485,0.6862,0.7687,0.06407407407407407,0.39444444444444443,0.41888888888888887,0.0674074074074074,-0.35148148148148145,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Moolgarda cunnesius,16S,7,0.3874074074074074,0.021111111111111112,FALSE,-0.3662962962962963,0.6667,0.6636,0.31333333333333335,0.31,0.3874074074074074,0.056666666666666664,-0.3307407407407408,FALSE,0,NA,NA,NA,NA,1,low,genus_or_higher,FALSE,NA,high,0.97
Mugil cephalus,16S,61,0.5948148148148148,0.03222222222222222,FALSE,-0.5625925925925925,0.5765,0.9964,0.04814814814814815,0.22740740740740742,0.4239814814814814,0.05925925925925926,-0.36472222222222217,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Muraenesox cinereus,16S,9,0.09888888888888889,0.03851851851851852,FALSE,-0.060370370370370366,0.2222,0.5231,0.026296296296296297,0.09407407407407407,0.0949074074074074,0.057759259259259274,-0.037148148148148125,FALSE,0,NA,NA,NA,NA,7,low,genus_or_higher,FALSE,NA,high,0.97
Odontobutis obscurus,16S,5,0.005555555555555556,0.026296296296296297,TRUE,0.02074074074074074,0,0,0.0027777777777777775,0.07444444444444444,0.005388888888888888,0.04703703703703704,0.04164814814814815,TRUE,1,0.026296296296296297,0.02074074074074074,0,0,0,low,species,TRUE,NA,low,0.97
Odontobutis potamophilus,16S,13,0.292962962962963,0.026296296296296297,FALSE,-0.26666666666666666,0.3077,0.6498,0.022037037037037036,0.08592592592592592,0.28185185185185185,0.05,-0.23185185185185186,FALSE,1,0.026296296296296297,-0.26666666666666666,0.3077,1,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Oncorhynchus mykiss,16S,22,0.554074074074074,0.008148148148148147,FALSE,-0.5459259259259259,0.9697,0.9778,0.11888888888888889,0.16185185185185186,0.5,0.05407407407407407,-0.44592592592592595,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Oreochromis aureus,16S,5,0.04555555555555556,0.004074074074074074,FALSE,-0.04148148148148148,1,0.0614,0.02351851851851852,0.0837037037037037,0.041722222222222216,0.043333333333333335,0.0016111111111111187,TRUE,2,0.004074074074074074,-0.04148148148148148,1,0.74,0,low,genus_or_higher,FALSE,NA,high,0.97
Oreochromis mossambicus,16S,10,0.04037037037037037,0.0014814814814814814,FALSE,-0.03888888888888889,1,0.0667,0.01814814814814815,0.07407407407407407,0.038296296296296294,0.0362962962962963,-0.001999999999999995,FALSE,2,0.0014814814814814814,-0.03888888888888889,1,0.8933,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Oreochromis niloticus,16S,40,0.08666666666666667,0.0014814814814814814,FALSE,-0.08518518518518518,0.9615,0.563,0.016666666666666666,0.07333333333333333,0.06592592592592593,0.03851851851851852,-0.027407407407407408,FALSE,2,0.0014814814814814814,-0.08518518518518518,0.9615,0.9917,0,moderate,genus_or_higher,FALSE,NA,high,0.97
Oryzias latipes,16S,20,0.09777777777777778,0.030740740740740742,FALSE,-0.06703703703703703,0.5211,0.5598,0.035925925925925924,0.08851851851851852,0.09075925925925918,0.05444444444444444,-0.03631481481481474,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
Pampus argenteus,16S,19,0.3996296296296296,0.025925925925925925,FALSE,-0.3737037037037037,0.6082,0.7864,0.02851851851851852,0.10111111111111111,0.39925925925925926,0.05037037037037037,-0.3488888888888889,FALSE,0,NA,NA,NA,NA,0,low,genus_or_higher,FALSE,NA,high,0.97
